refcode	metal	total_charge	multiplicity	elem_nr	m_ox	d_elec	hapticity	CN	geometry	geom_nr	rel_m	splitting
AACANI11	Ni	0	3	28	2	8	False	5	Square pyramidal	14	1.046	-11.63
ABAJIX	Co	2	2	27	2	7	False	5	Square pyramidal	14	1.038	15.57
ABATED	Co	0	3	27	1	8	True	3	Trigonal planar	3	1.156	-17.54
ABATUT	Co	0	1	27	3	6	False	3	Trigonal planar	3	0.848	25.81
ABEDAN	Ni	2	3	28	2	8	False	6	Octahedral	18	1.085	-31.41
ABOTNI	Ni	0	3	28	2	8	False	6	Octahedral	18	1.106	-17.81
ACEGOH	Cr	0	4	24	3	3	False	5	Square pyramidal	14	1.04	-41.92
ACEYOW	Fe	2	5	26	2	6	False	6	Octahedral	18	1.094	-16.04
ACNCOB20	Co	1	1	27	1	8	True	5	Trigonal bipyramidal	13	0.963	38.62
ACODUR	Fe	0	1	26	2	6	True	4	Tetrahedral	8	0.956	106.08
ADEQUY	Co	0	4	27	2	7	False	4	Tetrahedral	8	0.996	-13.2
ADERAF	Co	0	4	27	2	7	False	4	Tetrahedral	8	0.998	-17.75
ADIGEB	Fe	0	6	26	3	5	False	4	Tetrahedral	8	0.963	-45.98
AENNIN	Ni	2	3	28	2	8	False	6	Octahedral	18	1.132	-37.94
AETSFE	Fe	1	2	26	3	5	False	6	Octahedral	18	0.951	49.29
AFAVIO	Ni	0	3	28	2	8	False	6	Octahedral	18	1.121	-42.1
AFOMEQ	Cr	0	4	24	3	3	False	6	Octahedral	18	0.961	-35.94
AFOSUM	Cr	0	5	24	2	4	False	4	Square planar	7	0.986	-64.17
AFUDAH	Ni	0	1	28	2	8	False	4	Square planar	7	0.973	16.19
AGAMIH	Ni	1	3	28	2	8	False	6	Octahedral	18	1.113	-41.88
AGAVAI	Co	0	2	27	2	7	False	4	Square planar	7	0.898	45.76
AGEZIW	Co	1	1	27	3	6	True	4	Tetrahedral	8	1.036	55.97
AGIDEC	Co	-2	4	27	2	7	False	4	Seesaw	9	1.027	-28.72
AGLCMN	Mn	0	6	25	2	5	False	6	Octahedral	18	1.086	-47.11
AGODAC	Co	0	1	27	3	6	False	6	Octahedral	18	0.973	93.29
AGOZUR	Ni	0	3	28	2	8	False	6	Octahedral	18	1.119	-50.34
AGUBAF	Mn	0	6	25	2	5	False	6	Octahedral	18	1.085	-46.05
AGUDUE	Co	1	2	27	2	7	False	4	Square planar	7	0.924	26.38
AGXICO	Co	0	2	27	2	7	False	4	Square planar	7	0.935	50.84
AHABER	Ni	0	3	28	2	8	False	4	Tetrahedral	8	1.004	-27.85
AHABIV	Ni	0	3	28	2	8	False	4	Tetrahedral	8	1.032	-32.54
AHEZAO	Cr	0	4	24	3	3	False	6	Octahedral	18	0.952	-36.09
AHIGOO	Ni	0	1	28	2	8	False	5	Trigonal bipyramidal	13	0.947	45.82
AHUCUE	Ni	0	3	28	2	8	False	4	Tetrahedral	8	1.013	-15.77
AHUGOA	Fe	0	5	26	2	6	False	4	Seesaw	9	0.988	-39.1
AJAFEX	Ni	0	1	28	2	8	False	4	Square planar	7	0.923	55.06
AJALAZ	Co	0	2	27	2	7	False	4	Square planar	7	0.925	24.93
AJALED	Fe	0	5	26	2	6	False	4	Tetrahedral	8	0.984	-44.46
AJALIH	Fe	0	5	26	2	6	False	4	Tetrahedral	8	0.965	-40.85
AJICUT	Mn	0	6	25	2	5	False	5	Square pyramidal	14	1.044	-60.54
AJIMOV	Fe	0	1	26	2	6	False	6	Octahedral	18	0.903	106.56
AJUKIA	Fe	0	1	26	2	6	True	2	Linear	0	1.033	66.84
AKASIQ	Cr	0	5	24	2	4	False	3	Trigonal planar	3	0.897	-55.23
ALALAA	Fe	0	2	26	3	5	False	5	Square pyramidal	14	0.962	34.29
ALEQEO	Fe	0	1	26	2	6	False	6	Octahedral	18	0.916	76.99
ALILOX	Fe	0	1	26	2	6	False	6	Octahedral	18	0.945	45.28
ALIYOJ	Mn	0	5	25	3	4	False	6	Octahedral	18	0.988	-57.71
ALLPMN	Mn	0	1	25	1	6	True	5	Trigonal bipyramidal	13	0.9	144.18
ALOTOL	Ni	0	1	28	2	8	False	4	Square planar	7	0.924	60.44
ALOTUR	Ni	0	1	28	2	8	False	4	Square planar	7	0.94	59.83
AMATEQ	Mn	-2	6	25	2	5	False	6	Octahedral	18	1.088	-43.75
APOHUK	Co	-2	4	27	2	7	False	4	Tetrahedral	8	0.998	-19.51
APRCOB	Co	1	1	27	3	6	False	6	Octahedral	18	0.985	57.18
APUDUM	Fe	0	5	26	2	6	False	4	Tetrahedral	8	0.989	-28.08
AQIYAA	Fe	-2	1	26	2	6	False	6	Octahedral	18	0.894	108.23
AQIYII	Fe	-1	1	26	2	6	False	6	Octahedral	18	0.893	107.26
AQIZEF	Fe	-2	1	26	2	6	False	6	Octahedral	18	0.886	120.34
AQSUMN	Mn	0	6	25	2	5	False	6	Octahedral	18	1.086	-44.12
AQUGEY	Fe	0	5	26	2	6	False	4	Tetrahedral	8	1.003	-27.24
AQUGIF	Co	0	3	27	1	8	False	3	T-shaped	6	0.948	-24.75
AREJUD	Ni	0	1	28	2	8	False	4	Square planar	7	0.955	57.82
ARIMUJ	Co	1	1	27	3	6	False	6	Octahedral	18	0.983	83.25
ARIRIC	Cr	0	4	24	3	3	True	4	Tetrahedral	8	1.025	-19.35
ARIVEE	Ni	0	1	28	2	8	False	4	Square planar	7	0.952	19.15
ASASOF	Fe	0	1	26	2	6	True	4	Tetrahedral	8	1.007	43.83
ASATEW	Fe	0	2	26	3	5	True	4	Tetrahedral	8	1.008	53.46
ASENIA	Ni	-2	1	28	2	8	False	4	Square planar	7	0.953	19.03
ASUTUD	Fe	0	5	26	2	6	False	4	Tetrahedral	8	1.102	-51.92
ASUVIT	Mn	0	6	25	2	5	False	4	Tetrahedral	8	1.091	-67.71
ATOCOC	Ni	0	3	28	2	8	False	6	Octahedral	18	1.126	-29.02
ATOFAS	Fe	0	6	26	3	5	False	6	Octahedral	18	1.042	-19.85
ATOMOM	Mn	2	6	25	2	5	False	7	Pentagonal bipyramidal	23	1.153	-46.48
ATUFAW	Co	0	1	27	1	8	True	3	Trigonal planar	3	1.067	34.19
AVALAL	Mn	0	6	25	2	5	False	5	Square pyramidal	14	1.042	-56.18
AVOKAX	Ni	0	1	28	2	8	True	4	Tetrahedral	8	1.016	47.99
AVUCUP	Cr	0	4	24	3	3	True	4	Tetrahedral	8	1.042	-30.07
AWESAY	Co	0	4	27	2	7	False	5	Trigonal bipyramidal	13	1.083	-22.84
AWOLOO	Mn	0	5	25	3	4	False	5	Square pyramidal	14	0.924	-50.25
AXISIJ	Mn	0	5	25	3	4	False	6	Octahedral	18	0.99	-43.95
AXITAC	Mn	0	6	25	2	5	False	6	Octahedral	18	1.097	-48.18
AYAGIQ	Ni	0	1	28	2	8	True	3	Trigonal planar	3	1.087	24.08
AYIZOY	Co	-4	4	27	2	7	False	6	Octahedral	18	1.134	-16.98
AYOYES	Ni	0	3	28	2	8	False	5	Trigonal bipyramidal	13	1.07	-30.0
AZIDIY	Ni	-1	3	28	2	8	False	4	Tetrahedral	8	1.012	-39.96
AZISUY	Mn	0	6	25	2	5	False	6	Octahedral	18	1.11	-51.53
AZOCNI16	Ni	1	3	28	2	8	False	5	Trigonal bipyramidal	13	1.099	-29.59
AZUMAJ	Mn	0	6	25	2	5	False	6	Octahedral	18	1.106	-49.47
BABCAK	Co	0	4	27	2	7	False	4	Tetrahedral	8	0.978	-20.36
BABPAX	Ni	-2	1	28	2	8	False	4	Square planar	7	0.923	27.34
BABQIE	Fe	0	1	26	0	6	True	4	Tetrahedral	8	0.939	129.15
BABTED	Co	0	1	27	1	8	True	4	Tetrahedral	8	0.947	47.56
BACNOK	Mn	1	6	25	2	5	False	5	Trigonal bipyramidal	13	1.07	-46.79
BADHIZ	Ni	0	3	28	2	8	False	6	Octahedral	18	1.135	-32.29
BAFSIO	Co	0	1	27	1	8	False	4	Square planar	7	0.887	30.12
BAHDAS	Co	-2	4	27	2	7	False	7	Pentagonal bipyramidal	23	1.226	-38.4
BAJJEB	Co	0	4	27	2	7	False	6	Octahedral	18	1.131	-9.39
BAJVUE	Ni	0	3	28	2	8	False	5	Trigonal bipyramidal	13	1.078	-18.42
BAJWAL	Ni	0	3	28	2	8	False	4	Seesaw	9	1.002	-14.07
BAJWEP	Ni	0	3	28	2	8	False	4	Seesaw	9	0.997	-13.71
BAJWOZ	Ni	0	3	28	2	8	False	4	Tetrahedral	8	0.991	-35.98
BAMBAV	Fe	-4	1	26	2	6	False	6	Octahedral	18	0.891	132.98
BAMCOM	Co	-2	2	27	2	7	False	4	Square planar	7	0.883	23.11
BAPKEI	Ni	1	1	28	2	8	False	5	Trigonal bipyramidal	13	0.969	48.64
BAPPOX	Cr	2	4	24	3	3	False	6	Octahedral	18	0.979	-23.27
BATSIY	Ni	1	3	28	2	8	False	5	Square pyramidal	14	1.09	-22.84
BAVNAN	Ni	2	3	28	2	8	False	6	Octahedral	18	1.127	-42.77
BAWLAN	Mn	0	6	25	2	5	False	5	Square pyramidal	14	1.075	-46.41
BAWZIL	Co	0	4	27	2	7	False	6	Octahedral	18	1.127	-14.91
BAYDEL	Fe	0	1	26	2	6	False	6	Octahedral	18	0.952	69.98
BAYHUF	Fe	0	5	26	2	6	False	5	Square pyramidal	14	1.108	-27.9
BAZSUR	Ni	0	1	28	2	8	False	4	Square planar	7	0.921	35.04
BEFPOR	Mn	0	1	25	1	6	True	4	Tetrahedral	8	0.946	88.66
BEJDUS	Ni	0	1	28	2	8	True	3	Trigonal planar	3	1.061	16.26
BEKGAB	Cr	0	4	24	3	3	True	4	Tetrahedral	8	1.048	-28.97
BEKGOP	Cr	0	4	24	3	3	True	4	Tetrahedral	8	1.07	-19.32
BEKPUE	Co	0	1	27	3	6	True	4	Tetrahedral	8	1.044	58.55
BEKZIA	Fe	0	6	26	3	5	False	5	Square pyramidal	14	0.974	-29.49
BEMJIN	Co	0	4	27	2	7	False	6	Octahedral	18	1.144	-18.75
BEMNAK	Ni	0	1	28	2	8	False	4	Square planar	7	0.927	37.6
BEMWUM	Mn	2	6	25	2	5	False	6	Octahedral	18	1.091	-54.5
BEPRET	Mn	0	5	25	3	4	False	5	Square pyramidal	14	0.906	-54.04
BEPTIA	Mn	0	5	25	3	4	False	6	Octahedral	18	0.987	-41.85
BEQYOM	Cr	0	4	24	3	3	True	3	Trigonal planar	3	1.08	-32.51
BESBEI	Fe	0	6	26	3	5	False	5	Square pyramidal	14	1.023	-36.92
BETQAT	Mn	1	1	25	1	6	False	6	Octahedral	18	0.876	95.46
BEXJEW	Ni	-1	2	28	3	7	False	4	Square planar	7	0.89	35.75
BEXJUK	Mn	0	6	25	2	5	True	4	Tetrahedral	8	1.196	-44.4
BEXKOE	Ni	0	1	28	2	8	False	4	Square planar	7	0.94	23.01
BEXLIC	Mn	0	6	25	2	5	False	4	Tetrahedral	8	0.99	-36.94
BEXZIN	Ni	0	1	28	2	8	False	4	Square planar	7	0.935	43.67
BEZLOH	Cr	0	1	24	0	5	True	5	Trigonal bipyramidal	13	1.026	117.68
BGUCRM	Cr	0	4	24	3	3	False	6	Octahedral	18	0.94	-37.03
BIBDOG	Ni	-1	1	28	2	8	False	4	Square planar	7	0.897	29.36
BIBDUM	Ni	-1	2	28	3	7	False	5	Trigonal bipyramidal	13	0.941	27.58
BIBFEY	Ni	-1	2	28	3	7	False	5	Trigonal bipyramidal	13	0.959	25.59
BIHKAE	Ni	0	3	28	2	8	False	6	Octahedral	18	1.106	-36.97
BIJJAG	Fe	0	5	26	2	6	False	3	Trigonal planar	3	0.959	-58.32
BIKDAA	Mn	0	6	25	2	5	False	8	Dodecahedral	33	1.215	-65.8
BILQUI	Fe	1	1	26	2	6	True	5	Square pyramidal	14	0.938	92.07
BILVUQ	Cr	0	4	24	3	3	False	6	Octahedral	18	0.983	-43.42
BILWAX	Cr	0	4	24	3	3	False	6	Octahedral	18	0.974	-42.64
BINCOR	Ni	0	2	28	3	7	False	5	Square pyramidal	14	1.017	42.88
BINJOZ	Co	-2	4	27	2	7	False	4	Tetrahedral	8	0.994	-45.1
BIPJER	Mn	-2	6	25	2	5	False	6	Trigonal prismatic	19	1.096	-52.01
BIPMAO	Cr	0	1	24	0	5	True	4	Tetrahedral	8	0.994	89.3
BISHIX	Mn	0	1	25	1	6	True	4	Tetrahedral	8	0.926	118.42
BISXIK	Co	0	1	27	3	6	False	6	Octahedral	18	0.949	90.29
BITTAC	Co	0	2	27	2	7	False	4	Square planar	7	0.907	37.16
BIVTOP	Cr	0	1	24	0	5	False	6	Octahedral	18	0.863	140.39
BIWPED	Co	0	4	27	2	7	False	4	Tetrahedral	8	1.032	-27.08
BIXWOX	Co	0	2	27	2	7	False	4	Square planar	7	0.969	55.08
BIZQOQ	Co	0	1	27	3	6	True	4	Tetrahedral	8	1.013	47.43
BODQES	Co	-1	1	27	3	6	False	6	Octahedral	18	0.971	102.23
BOFGOS	Fe	0	1	26	2	6	True	4	Tetrahedral	8	0.972	99.21
BOHGAG	Co	3	1	27	3	6	False	6	Octahedral	18	1.002	89.36
BOJPOI	Ni	0	1	28	0	8	False	4	Tetrahedral	8	0.873	78.34
BOKZEH	Ni	0	3	28	2	8	False	5	Square pyramidal	14	1.056	-24.73
BOLVAA	Ni	0	1	28	2	8	False	4	Square planar	7	0.95	63.91
BOMVEF	Ni	0	1	28	2	8	False	4	Square planar	7	0.918	39.51
BONGEQ	Cr	0	1	24	0	5	True	4	Tetrahedral	8	0.966	106.81
BOQPIH	Co	2	4	27	2	7	False	6	Octahedral	18	1.147	-14.51
BORFET	Cr	0	1	24	0	5	False	6	Octahedral	18	0.873	126.89
BOTHEX	Cr	0	4	24	3	3	False	6	Octahedral	18	0.948	-22.11
BOTQEH	Co	2	1	27	3	6	False	6	Octahedral	18	0.986	63.89
BOWYUJ	Fe	-1	6	26	3	5	False	4	Tetrahedral	8	0.861	-48.72
BOXMIK	Co	2	2	27	2	7	False	6	Octahedral	18	1.008	18.41
BOZJEH	Ni	2	3	28	2	8	False	6	Octahedral	18	1.126	-42.72
BRURMN	Mn	0	6	25	2	5	False	5	Trigonal bipyramidal	13	1.026	-74.27
BUBHEM	Mn	0	6	25	2	5	False	4	Tetrahedral	8	1.089	-65.29
BUBLEQ	Ni	0	3	28	2	8	False	4	Tetrahedral	8	0.975	-32.95
BUCRAS	Mn	1	6	25	2	5	False	7	Pentagonal bipyramidal	23	1.136	-58.8
BUDHEN	Ni	0	2	28	3	7	False	5	Square pyramidal	14	1.015	40.86
BUJPIH	Cr	0	5	24	2	4	False	5	Square pyramidal	14	1.027	-55.99
BUKFAR	Co	0	4	27	2	7	False	6	Octahedral	18	1.137	-15.52
BUQCUL	Fe	1	2	26	3	5	True	4	Tetrahedral	8	1.022	51.94
BURMIL	Mn	0	1	25	1	6	False	6	Octahedral	18	0.827	166.92
BUSMOR	Mn	0	6	25	2	5	False	4	Tetrahedral	8	1.077	-59.15
BUTDAV	Cr	1	4	24	3	3	False	6	Octahedral	18	0.955	-49.15
BUXJEJ	Ni	2	3	28	2	8	False	6	Octahedral	18	1.078	-31.76
BUXYIE	Mn	0	5	25	3	4	False	5	Square pyramidal	14	0.942	-38.67
CADHOE	Co	1	1	27	3	6	False	6	Octahedral	18	0.947	80.76
CADYEM	Fe	-1	1	26	2	6	False	6	Octahedral	18	0.865	159.07
CADYUC	Co	0	4	27	2	7	False	4	Tetrahedral	8	1.006	-27.43
CADZAJ	Co	0	4	27	2	7	False	4	Tetrahedral	8	1.009	-26.05
CAFTIM	Fe	0	1	26	0	6	False	5	Trigonal bipyramidal	13	0.824	154.98
CAFYAK	Co	0	3	27	1	8	False	4	Tetrahedral	8	0.963	-39.82
CAFZAM	Cr	0	5	24	2	4	False	4	Seesaw	9	0.968	-48.87
CAGCIW	Cr	-2	5	24	2	4	False	6	Octahedral	18	1.071	-52.51
CAGSOV	Ni	1	3	28	2	8	False	6	Octahedral	18	1.143	-34.48
CAHCOP	Co	0	1	27	1	8	False	5	Trigonal bipyramidal	13	0.874	52.26
CAHGAW	Mn	0	6	25	2	5	False	6	Trigonal prismatic	19	1.117	-64.34
CAHQAD	Co	0	4	27	2	7	False	4	Tetrahedral	8	1.044	-44.31
CAHQEH	Co	0	3	27	1	8	True	4	Seesaw	9	1.076	-37.36
CAJFAV	Fe	1	5	26	2	6	False	5	Trigonal bipyramidal	13	1.067	-33.97
CAJFEZ	Fe	2	2	26	3	5	False	6	Octahedral	18	0.941	45.99
CAMRAM	Ni	-2	1	28	2	8	False	4	Square planar	7	0.924	12.84
CAPZAW	Fe	-1	6	26	3	5	False	6	Octahedral	18	1.039	-18.39
CASLOX	Ni	0	3	28	2	8	False	5	Trigonal bipyramidal	13	1.104	-32.46
CASXAY	Co	-2	4	27	2	7	False	4	Tetrahedral	8	0.988	-24.44
CATGEJ	Fe	0	1	26	0	6	True	4	Tetrahedral	8	0.937	107.23
CAWPOG	Ni	2	1	28	2	8	False	5	Square pyramidal	14	1.017	28.49
CAXVAZ	Mn	1	5	25	3	4	False	6	Octahedral	18	0.986	-54.55
CAZVAA	Cr	-1	4	24	3	3	False	6	Octahedral	18	0.966	-21.79
CAZZUY	Mn	0	6	25	2	5	False	4	Tetrahedral	8	1.072	-52.01
CEBZIS	Ni	-2	1	28	2	8	False	4	Square planar	7	0.915	26.31
CECBOB	Fe	0	1	26	2	6	False	6	Octahedral	18	0.897	78.94
CECKEB	Ni	-2	1	28	2	8	False	4	Square planar	7	0.902	19.43
CEDXIT	Mn	2	6	25	2	5	False	7	Pentagonal bipyramidal	23	1.142	-57.22
CEDYAM	Ni	2	3	28	2	8	False	7	Pentagonal bipyramidal	23	1.241	-31.02
CEHHON	Fe	2	1	26	2	6	False	6	Octahedral	18	0.891	134.45
CEHYAP01	Co	1	1	27	3	6	False	6	Octahedral	18	0.978	89.57
CEHZOF	Co	0	1	27	3	6	True	4	Tetrahedral	8	1.02	41.15
CEKJIO	Ni	0	1	28	2	8	False	4	Square planar	7	0.959	37.67
CEMSIW	Mn	-2	6	25	2	5	False	4	Tetrahedral	8	0.995	-58.11
CEMWIC	Fe	0	5	26	2	6	False	5	Square pyramidal	14	1.106	-47.89
CEPFEI	Ni	0	3	28	2	8	False	5	Square pyramidal	14	1.053	-22.44
CEQPIZ	Fe	0	2	26	3	5	True	3	Trigonal planar	3	1.049	51.29
CEQPOF	Fe	0	2	26	3	5	True	3	Trigonal planar	3	1.046	52.56
CEQSEW	Ni	0	1	28	2	8	False	4	Square planar	7	0.884	26.16
CESGOW	Fe	1	2	26	3	5	False	6	Octahedral	18	0.92	72.64
CETFAI	Fe	2	5	26	2	6	False	6	Octahedral	18	1.111	-21.58
CETGOX	Mn	2	6	25	2	5	False	6	Octahedral	18	1.113	-46.7
CETJIU	Co	2	4	27	2	7	False	6	Octahedral	18	1.144	-10.3
CETXAA	Ni	0	2	28	3	7	False	5	Square pyramidal	14	0.943	34.68
CEXJEW	Mn	1	5	25	3	4	False	6	Octahedral	18	1.024	-47.95
CEXLUN	Fe	-1	6	26	3	5	False	4	Tetrahedral	8	0.905	-44.79
CEZYOW	Mn	0	6	25	2	5	False	4	Tetrahedral	8	1.028	-65.98
CEZYUC	Mn	0	6	25	2	5	False	5	Square pyramidal	14	1.101	-62.12
CGLYMN	Mn	0	6	25	2	5	False	6	Octahedral	18	1.092	-60.13
CIDKEI	Mn	0	6	25	2	5	False	6	Octahedral	18	1.102	-47.36
CIDVOA	Cr	0	5	24	2	4	False	6	Octahedral	18	1.047	-41.57
CIGBUP	Ni	2	3	28	2	8	False	6	Octahedral	18	1.127	-28.08
CIHJEJ	Cr	0	4	24	3	3	True	4	Tetrahedral	8	1.035	-37.73
CIHWAR	Co	1	2	27	2	7	True	3	Trigonal planar	3	1.029	33.75
CIJYID	Ni	2	3	28	2	8	False	6	Octahedral	18	1.097	-25.95
CILGIO	Cr	0	5	24	2	4	False	4	Square planar	7	1.003	-61.85
CIMBUV	Mn	1	1	25	1	6	False	6	Octahedral	18	0.84	120.45
CIMGOU	Mn	1	1	25	1	6	False	6	Octahedral	18	0.858	120.05
CIMHEL	Mn	1	1	25	1	6	False	6	Octahedral	18	0.852	146.51
CIRDEN	Mn	0	6	25	2	5	False	4	Tetrahedral	8	1.009	-77.13
CIXXAJ	Co	0	3	27	1	8	False	4	Tetrahedral	8	0.907	-25.2
CIXXEN	Co	0	3	27	1	8	False	4	Tetrahedral	8	0.927	-25.59
CIZLAY	Co	0	1	27	3	6	True	4	Tetrahedral	8	1.007	67.24
CLSINI10	Ni	0	1	28	2	8	False	4	Square planar	7	0.932	29.52
CMNMVK	Mn	0	1	25	1	6	True	4	Tetrahedral	8	0.96	107.44
CMPHSC	Cr	0	1	24	0	5	False	6	Octahedral	18	0.865	137.33
CMPYCR	Cr	0	1	24	0	5	True	4	Tetrahedral	8	0.96	115.95
CNITSC	Ni	2	1	28	2	8	False	4	Square planar	7	0.945	25.04
COBGAB	Ni	1	3	28	2	8	False	6	Octahedral	18	1.14	-40.18
CODLEO	Co	0	4	27	2	7	False	4	Tetrahedral	8	0.983	-22.81
CODLIS	Mn	0	6	25	2	5	False	4	Tetrahedral	8	0.976	-57.1
CODWAU	Ni	0	1	28	2	8	False	4	Square planar	7	0.921	52.84
COETDS10	Co	2	4	27	2	7	False	6	Octahedral	18	1.133	-20.9
COFMOC	Ni	2	3	28	2	8	False	6	Octahedral	18	1.119	-50.58
COFRIZ	Cr	0	4	24	3	3	True	4	Tetrahedral	8	1.035	-20.26
COIMAC10	Co	0	4	27	2	7	False	4	Tetrahedral	8	1.039	-35.54
COJGUG	Mn	0	5	25	3	4	False	5	Trigonal bipyramidal	13	0.937	-33.43
COJHAN	Mn	-1	5	25	3	4	False	5	Trigonal bipyramidal	13	0.924	-30.43
COKLOD	Co	2	4	27	2	7	False	7	Pentagonal bipyramidal	23	1.216	-34.0
COLNEW	Mn	0	6	25	2	5	True	4	Tetrahedral	8	1.234	-49.21
COPCAM	Cr	0	5	24	2	4	False	4	Seesaw	9	0.954	-53.69
COPKAU	Cr	0	1	24	0	5	True	4	Tetrahedral	8	0.975	123.59
CORHUN	Ni	0	3	28	2	8	False	5	Square pyramidal	14	1.048	-19.72
CORSIO	Fe	0	5	26	2	6	False	4	Tetrahedral	8	0.983	-55.51
CORSUA	Fe	0	5	26	2	6	False	4	Tetrahedral	8	0.994	-56.0
COSCIZ	Co	2	1	27	3	6	True	2	Linear	0	1.083	89.93
COSGEW	Fe	0	1	26	2	6	False	6	Octahedral	18	0.883	118.66
COYLEH10	Mn	0	6	25	2	5	False	4	Tetrahedral	8	1.064	-54.28
CPMSNI10	Ni	1	3	28	2	8	False	6	Octahedral	18	1.126	-36.8
CPTCFE	Fe	0	1	26	2	6	False	6	Octahedral	18	0.907	79.81
CSCNCC01	Co	-3	1	27	3	6	False	6	Octahedral	18	0.91	152.64
CTHUCO10	Co	0	4	27	2	7	False	6	Octahedral	18	1.165	-15.94
CUBBOQ	Cr	0	5	24	2	4	False	5	Square pyramidal	14	1.021	-59.63
CUCQIB	Fe	0	1	26	2	6	False	6	Octahedral	18	0.871	93.57
CUCWEE	Fe	0	5	26	2	6	False	5	Square pyramidal	14	1.052	-43.04
CUDKAN	Ni	2	3	28	2	8	False	6	Octahedral	18	1.126	-34.1
CUHGUH	Fe	-1	2	26	3	5	False	6	Octahedral	18	0.933	52.81
CUHGUK	Ni	0	3	28	2	8	False	5	Trigonal bipyramidal	13	1.073	-25.66
CUJNAY	Co	0	3	27	1	8	True	2	Linear	0	1.108	-32.85
CUJSAD	Mn	-1	5	25	1	6	False	2	Linear	0	1.001	-71.1
CUPCEV	Cr	2	4	24	3	3	False	6	Octahedral	18	0.973	-20.91
CUQSEN	Fe	0	5	26	2	6	False	5	Trigonal bipyramidal	13	1.107	-34.86
CURVOB	Co	0	4	27	2	7	False	2	Linear	0	0.956	-17.56
CUVGOP01	Ni	-2	3	28	2	8	False	4	Tetrahedral	8	1.005	-21.7
CUVZIE	Mn	-1	6	25	2	5	False	4	Tetrahedral	8	0.964	-53.95
CUWSIW	Co	0	3	27	1	8	False	4	Tetrahedral	8	0.956	-38.16
CUXREV	Fe	2	1	26	2	6	False	6	Octahedral	18	0.938	54.63
CUXXOL	Ni	0	1	28	2	8	False	4	Square planar	7	0.906	41.7
CUZBUU	Co	0	4	27	2	7	False	5	Trigonal bipyramidal	13	1.075	-25.54
CUZWUR	Cr	0	4	24	3	3	True	4	Tetrahedral	8	1.053	-16.61
DABHUK	Co	-1	1	27	3	6	False	6	Octahedral	18	0.956	69.31
DABPOM	Fe	0	6	26	3	5	False	4	Tetrahedral	8	0.951	-21.96
DABQED	Fe	0	6	26	3	5	False	4	Tetrahedral	8	0.92	-33.37
DABSOP	Fe	0	5	26	2	6	False	3	T-shaped	6	0.948	-43.33
DADJEX	Fe	0	4	26	3	5	False	5	Square pyramidal	14	0.987	-8.04
DAGFAT	Ni	0	3	28	2	8	False	6	Octahedral	18	1.1	-36.25
DAJBAS	Fe	0	5	26	2	6	False	4	Tetrahedral	8	0.973	-56.18
DAJVIT	Co	0	3	27	1	8	False	4	Tetrahedral	8	0.924	-35.86
DAKNEI	Ni	0	1	28	0	8	True	3	Trigonal planar	3	0.902	62.48
DALPEO	Fe	0	5	26	2	6	False	4	Seesaw	9	1.002	-30.53
DAMTES	Co	1	4	27	2	7	False	6	Octahedral	18	1.151	-15.12
DAMYUL	Co	1	4	27	2	7	False	5	Trigonal bipyramidal	13	1.116	-18.0
DAPQOD	Co	0	4	27	2	7	False	4	Tetrahedral	8	0.987	-26.15
DAPSCR10	Cr	3	4	24	3	3	False	7	Pentagonal bipyramidal	23	1.019	-25.47
DAQXEY	Fe	0	6	26	3	5	False	5	Trigonal bipyramidal	13	0.992	-25.87
DAXPEY	Mn	0	1	25	1	6	False	6	Octahedral	18	0.871	111.64
DAXPOI	Mn	0	1	25	1	6	False	6	Octahedral	18	0.867	108.64
DBENCR11	Cr	0	1	24	0	5	True	2	Linear	0	1.015	91.11
DECKAZ	Fe	0	5	26	2	6	False	4	Tetrahedral	8	0.983	-47.23
DECKED	Fe	0	5	26	2	6	False	4	Tetrahedral	8	0.967	-45.19
DECKUT	Fe	0	5	26	2	6	False	4	Tetrahedral	8	0.991	-56.87
DECLAA	Fe	0	5	26	2	6	False	4	Tetrahedral	8	0.973	-54.93
DECLEE	Fe	0	5	26	2	6	False	4	Tetrahedral	8	0.986	-57.59
DEDREK	Ni	1	1	28	2	8	False	4	Square planar	7	0.941	28.1
DEDROU	Ni	0	3	28	2	8	False	5	Square pyramidal	14	1.065	-17.3
DEFPEJ	Ni	0	3	28	2	8	False	6	Octahedral	18	1.106	-38.7
DEGJEF	Co	0	4	27	2	7	False	6	Octahedral	18	1.147	-8.84
DEKFAD	Fe	0	1	26	2	6	False	6	Octahedral	18	0.883	104.89
DEKFEH	Fe	0	1	26	2	6	False	6	Octahedral	18	0.895	92.81
DELPOZ01	Fe	2	1	26	2	6	False	6	Octahedral	18	0.914	60.72
DENYAZ	Fe	2	1	26	2	6	False	6	Octahedral	18	0.945	42.77
DEPLES	Co	2	4	27	2	7	False	6	Trigonal prismatic	19	1.138	-24.39
DEQNIX	Ni	0	1	28	2	8	True	3	Trigonal planar	3	1.001	47.61
DESSAW	Fe	1	5	26	2	6	False	5	Square pyramidal	14	1.069	-30.8
DEXFAN	Co	0	2	27	2	7	True	3	Trigonal planar	3	1.039	31.04
DEXFOB	Fe	0	5	26	2	6	False	5	Square pyramidal	14	1.07	-38.06
DEXZAK	Fe	0	6	26	3	5	False	6	Octahedral	18	1.039	-22.6
